id,category,subcategory,title,subtitle,layout,imageFile,imagePrompt,prefs,timeOfDay,weather,season,urgency,intent,cold_reason,warm_reason,enriched_reason,audience,cold_cta,warm_cta,enriched_cta
c151,Food,Café,"Book weekend brunch at Sunny's, Lavelle Road","Bangalore's design-led Mediterranean classic — specialty coffee, garden light, the upscale slow morning. Ask for a terrace table.",content,content/images/c151.jpg,"A bright stylish upscale brunch café with abundant natural light, a beautifully plated brunch and specialty coffee, refined minimalist interior Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",food|cafes|calm,morning,any,any,evergreen,book,Design-led brunch is the city's upscale slow morning.,"Your slow mornings deserve this — light, specialty coffee, calm.","A design-led brunch — the refined, sunlit morning you favour.",,Want to discover more cafés?,Want more cafés like this?,Want me to line up more cafés for you?
c152,Culture,Gallery,Catch the new contemporary show at GALLERYSKE,Abstract works opening this week at the city's leading contemporary gallery — your slow-Saturday culture fix.,content,content/images/c152.jpg,"A bright contemporary art gallery with large vivid abstract canvases, refined visitors admiring art, soft daylight, cultured atmosphere Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",culture|calm,afternoon,any,any,evergreen,plan,A new abstract show is the city's best slow-Saturday plan.,You like a cultured afternoon — this opening's the one.,Abstract works opening this week — your gallery-Saturday default.,,Want to discover more gallery?,Want more gallery like this?,Want me to curate more gallery for you?
c153,Wellness,Yoga,"Flow through sunrise yoga at a1000yoga, Indiranagar",A small-class boutique studio matched to your morning rhythm — book the 6:30am rooftop slot before it fills.,content,content/images/c153.jpg,"A bright serene boutique yoga studio, a woman in an elegant flow pose, warm natural morning light, plants, premium wellness Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",wellness|calm|fitness,morning,clear,any,evergreen,book,Boutique sunrise yoga is the calmest start the city offers.,Calm mornings suit you — a small-class flow to match.,A boutique sunrise flow — fits your yoga-and-running rhythm exactly.,,Want tips to ease into this?,Want to go deeper on yoga?,Want a yoga shaped around you?
c154,Wellness,Running,Run the Sankey Tank lake loop,A scenic tree-lined morning loop in Malleshwaram — for the mornings you'd rather move than scroll. Go just after sunrise.,content,content/images/c154.jpg,"A bright morning run along a scenic tree-lined Bangalore lake path, vivid green, a woman running, fresh energetic golden light Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",wellness|fitness,morning,clear,any,evergreen,plan,The city's lake-loop runs are the morning everyone's chasing.,For the mornings you'd rather move — a scenic route.,"A scenic lake-loop run — your running streak, with a view.",,Want tips to ease into this?,Want to go deeper on running?,Want a running shaped around you?
c155,Lifestyle,Music,Pick the ukulele back up,"A bright corner, twenty minutes, the song you keep meaning to learn.",content,content/images/c155.jpg,"A bright airy living-room corner with a ukulele resting on a chair by a sunlit window, plants, warm inviting creative mood Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",music|make|calm,evening,any,any,evergreen,learn,Picking up an instrument is the city's favourite slow hobby.,"For your calm, creative side — twenty minutes and a song.",The ukulele you keep meaning to play — a bright-corner creative reset.,,Want to explore more?,Want more like this?,Want more in your style?
c156,Travel,Luxury,"Book a weekend at Evolve Back, Coorg","A design-led luxury resort in the coffee hills — quiet, premium, no itinerary. Reserve a private-pool Heritage hut.",content,content/images/c156.jpg,"A bright luxurious design-hotel suite with a view, elegant minimalist interior, warm golden light, premium serene getaway Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",travel|calm|luxury,any,any,any,evergreen,book,Design hotels two hours out are the city's quiet-luxury escape.,You've eyed premium getaways — this is the no-itinerary one.,"An urban-luxe design hotel — premium and quiet, your travel brief.",,Want to explore more luxury?,Want more luxury like this?,Want me to map out more luxury for you?
c157,Travel,City break,Plan a gallery-led weekend in Pondicherry,"French-quarter galleries, design hotels and long sea-facing lunches — a culture-led city break, your way.",content,content/images/c157.jpg,"A bright stylish boutique city-hotel and gallery district, vivid daylight, elegant urban travel scene, aspirational Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",travel|culture|luxury,any,any,any,evergreen,plan,Culture-led city breaks are the considered traveller's weekend.,Galleries and long lunches — a city done your way.,"A culture-led city escape — galleries, design hotels, your exact trip.",,Want to explore more city breaks?,Want more city breaks like this?,Want me to map out more city breaks for you?
c158,Beauty,Skincare,Start a dewy-glow skincare routine,"Built for warm undertones and the humidity — radiant, five steps.",content,content/images/c158.jpg,"A bright clean flat-lay of premium minimalist skincare on a marble surface, soft daylight, vivid fresh luxurious Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",beauty|wellness|minimal,any,rainy,monsoon,evergreen,learn,Monsoon skin needs a rethink — this dewy routine is the fix.,"A simple upgrade — radiant skin, built for the humidity.","A dewy-glow routine for your warm undertones — premium, five steps.",,Want the full routine?,Want more skincare like this?,Want a routine shaped for your skin?
c159,Home,Decor,Bring quiet luxury home,"Champagne tones, clean lines — minimalism that warms.",content,content/images/c159.jpg,"A bright elegant minimalist living room in champagne and warm neutral tones, refined considered decor, soft daylight, quiet-luxury interior Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",home|calm|minimal,any,any,any,evergreen,inspire,Champagne-toned minimalism is the city's interior of the moment.,"Clean lines, warm tones — a calm room to come home to.","Quiet-luxury interiors in champagne — your minimalist-chic, at home.",,Want more decor ideas?,Want more decor ideas like this?,Want decor ideas in your aesthetic?
c160,Finance,Investing,Invest in pieces that hold value,"The investment mindset, applied to a wardrobe and beyond.",content,content/images/c160.jpg,"A bright sophisticated still life symbolising considered investment, elegant minimalist objects in warm light, premium aspirational Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",finance|life-goals|minimal,any,any,any,evergreen,learn,Buying things that hold value is the city's quiet money flex.,For the long game — quality over quantity.,"Investment-piece thinking — exactly how you already shop, applied wider.",,Want to learn more here?,Want to go deeper on this?,Want guidance for your goals?
c161,Fashion,Smart casual,Build the smart-casual capsule,"Beige chinos, an ecru shirt, one jacket — the week, sorted.",shop,content/images/c161.jpg,"An editorial photo of a stylish man with a medium build in smart-casual beige chinos and a crisp ecru shirt in a modern wood-accented office, refined urban menswear Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",fashion|minimal|workwear,morning,any,any,timely,buy,"Beige-chino smart-casual is the city's corporate uniform, done right.","This is your lane — beige chinos, ecru shirt, one jacket.","A smart-casual capsule — clean, urbane, the workweek sorted.",,Want to explore more smart casual?,Want more smart casual like this?,Want me to pull smart casual in your palette?
c162,Fashion,Menswear,Grab the Rare Rabbit olive overshirt,A contemporary cut — the urbanite's new staple.,shop,content/images/c162.jpg,"An editorial street-style photo of a fashionable man in a contemporary olive overshirt and tailored trousers on a modern city street, smart urban menswear Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",fashion|street|minimal,any,any,any,timely,buy,Rare Rabbit's contemporary cuts are what the city's urbanites are buying.,"Olive overshirt, contemporary cut — squarely your style and brand.",Contemporary olive menswear — the modern-urbanite look.,,Want to explore more menswear?,Want more menswear like this?,Want me to pull menswear in your palette?
c163,Fashion,Footwear,Sort your footwear: sneakers and boots,White canvas and tan Chelsea — every occasion covered.,shop,content/images/c163.jpg,"An editorial photo of a man wearing clean white canvas sneakers with chinos, and tan leather Chelsea boots beside, bright urban setting, smart-casual menswear Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",fashion|minimal|street,any,any,any,evergreen,buy,White sneakers and brown boots cover every occasion the city throws.,Two pairs for every occasion you actually have — your footwear pattern.,"Versatile sneakers and Chelsea boots — smart-casual, sorted.",,Want to explore more footwear?,Want more footwear like this?,Want me to pull footwear in your palette?
c164,Fashion,Knitwear,Add a textured knit polo,"Breathable, smarter than a tee — for the in-between days.",shop,content/images/c164.jpg,"An editorial photo of a man in a textured knit polo in off-white, modern wood-accented interior, refined smart-casual menswear Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",fashion|minimal|workwear,any,any,any,evergreen,buy,A textured knit polo is the smart answer to a tee.,"Blackberrys-clean, breathable — smarter than a tee, your brand too.",A textured knit polo — considered smart-casual for the in-between.,,Want to explore more knitwear?,Want more knitwear like this?,Want me to pull knitwear in your palette?
c165,Fashion,Outerwear,Layer a khaki linen overshirt,Light and sharp — for Bangalore's almost-cool evenings.,shop,content/images/c165.jpg,"An editorial photo of a man in a lightweight khaki linen overshirt over a tee on a modern city street at golden hour, smart-casual menswear Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",fashion|minimal|street,evening,any,any,evergreen,buy,A light overshirt is built for Bangalore's almost-cool evenings.,"The layer for the in-between weather — khaki, easy, your palette.",A khaki linen overshirt — the considered evening layer.,,Want to explore more outerwear?,Want more outerwear like this?,Want me to pull outerwear in your palette?
c166,Fashion,Accessories,Upgrade to minimalist leather goods,"A clean wallet and belt, bronze hardware — detail that lasts.",shop,content/images/c166.jpg,"A bright clean product-in-use shot of minimalist leather accessories with bronze-toned hardware, modern wood surface, refined menswear detail Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",fashion|minimal,any,any,any,evergreen,buy,Minimal leather goods with bronze hardware are quietly everywhere.,"Clean wallet and belt, bronze hardware — your accessory style exactly.","Minimalist leather, bronze hardware — quiet detail that lasts.",,Want to explore more accessories?,Want more accessories like this?,Want me to pull accessories in your palette?
c167,Tech,Gadgets,Upgrade your desk setup,A mechanical keyboard and monitor arm — all-day payoff.,content,content/images/c167.jpg,"A bright modern minimalist tech desk setup with a sleek monitor, mechanical keyboard and warm wood accents, sunlit vivid clean workspace Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",tech|productivity|home,any,any,any,timely,buy,A clean desk setup is the city's WFH productivity flex.,You're into tech — a keyboard and monitor arm with all-day payoff.,"A considered desk upgrade — small changes, all-day focus.",,Want to understand this better?,Want more gadgets like this?,Want picks for how you work?
c168,Tech,Wearable,Get a watch for the corporate week,"Notifications, workouts, days of battery — flush with a cuff.",content,content/images/c168.jpg,"A bright product shot of a man's wrist wearing a sleek modern smartwatch, office-casual sleeve, vivid clean tech aesthetic Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",tech|fitness,any,any,any,evergreen,buy,The right everyday watch survives a full corporate week.,"For your tech streak — workouts, notifications, days of battery.",A smartwatch tuned to a corporate week — function over flash.,,Want to understand this better?,Want more wearable like this?,Want picks for how you work?
c169,Tech,Audio,"Switch on focus, on demand",Noise-cancelling that turns an open office into a booth.,content,content/images/c169.jpg,"A bright clean product shot of premium over-ear headphones on a modern wood desk, minimalist tech, vivid Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",tech|music|productivity,any,any,any,evergreen,buy,Noise-cancelling over-ears turn an open office into a focus booth.,For deep-focus days — the headphones that do the heavy lifting.,"Premium noise-cancelling — your open office, silenced.",,Want to understand this better?,Want more audio like this?,Want picks for how you work?
c170,Tech,AI tools,Get an hour back with AI tools,Three tools that quietly kill the daily busywork.,content,content/images/c170.jpg,"A bright modern desk with a glowing laptop showing a clean AI assistant interface, vivid violet accents, futuristic calm productive Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",tech|productivity,any,any,any,evergreen,learn,The city's tech crowd is quietly automating the busywork.,Right up your alley — three tools that give back an hour a day.,AI tools that kill busywork — the efficiency a tech mind appreciates.,,Want to understand this better?,Want more ai tools like this?,Want picks for how you work?
c171,Food,Work café,Work from a wood-accent café,"Fast wifi, a good flat white, the room you focus in.",content,content/images/c171.jpg,"A bright stylish urban café with warm wood accents and natural light, a flat white on a table, modern productive work-café vibe Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",food|cafes|productivity,morning,any,any,evergreen,book,Wood-accented work cafés are where the city actually gets things done.,"Fast wifi, good flat white — the wood-accent room you focus in.",A wood-accent work café — your kind of productive morning.,,Want to discover more work café?,Want more work café like this?,Want me to line up more work café for you?
c172,Social,Rooftop,Hit High Ultra Lounge for after-work skyline drinks,"India's highest rooftop bar on UB City's 31st floor — skyline, a cold one, the crew. Go before sunset for the view.",content,content/images/c172.jpg,"A bright stylish rooftop terrace bar at dusk in the city, skyline view, a relaxed after-work crowd, warm vivid social mood Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",social|nightlife|food,evening,any,any,timely,book,Rooftop terraces are the city's default Friday — skyline included.,"Your no-plan Friday plan — rooftop, skyline, the crew.","A rooftop after work — easy, social, the city laid out below.",,Want more nights out?,Want more like this?,Want me to find spots for your crew?
c173,Entertainment,Meetup,Join a product-and-design meetup,Where the city's tech crowd talks shop — and stays for drinks.,content,content/images/c173.jpg,"A bright modern tech meetup in a wood-accented venue, engaged young professionals networking, vivid warm social-professional energy Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",tech|social|entertainment,evening,any,any,timely,book,Product-and-design meetups are where the city's tech crowd really talks shop.,"Your scene — talk shop, stay for drinks.","A product-and-design meetup — networked and social, on-brand for you.",,Want to find more meetup?,Want more meetup like this?,Want picks matched to your taste?
c174,Culture,Event,Catch an urban cultural night,"A gig, a popup, a screening — the city after dark, done well.",content,content/images/c174.jpg,"A bright vibrant urban cultural event in the city at night, warm lights, an engaged crowd, vivid lively cultural atmosphere Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",culture|social|entertainment,evening,any,any,evergreen,plan,"The city after dark — a gig, a popup, a screening — done well.",An urban cultural night — exactly the kind of outing you save.,"An urban cultural night — the city after dark, your scene.",,Want to discover more event?,Want more event like this?,Want me to curate more event for you?
c175,Culture,Festival,Mark Rama Navami at the temple,"The city in celebration — lights, crowds, a moment to show up for.",content,content/images/c175.jpg,"A bright vivid South Indian temple during a festival, warm decorative lights and marigolds, joyful celebratory crowd, luminous Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",culture|heritage|family,any,any,festive,timely,plan,Festival season lights the whole city up — worth showing up for.,Rama Navami at the temple — a moment from your own calendar.,Rama Navami at the temple — the celebration that matters to you.,,Want to discover more festival?,Want more festival like this?,Want me to curate more festival for you?
c176,Home,WFH,Set up a wood-accent WFH corner,"Warm tones, clean lines — a desk that makes the day feel handled.",content,content/images/c176.jpg,"A bright modern work-from-home corner with warm wood accents, a clean desk and a plant by a sunlit window, minimalist vivid Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",home|tech|productivity,any,any,any,evergreen,inspire,Warm-wood home offices are the city's WFH upgrade of choice.,"A desk that makes the day feel handled — warm wood, your taste.","A wood-accent WFH corner — calm, focused, well-designed.",,Want more wfh?,Want more wfh like this?,Want wfh in your aesthetic?
c177,Productivity,Career,Learn a skill that compounds,The weekend course the corporate crowd quietly takes to get ahead.,content,content/images/c177.jpg,"A bright modern co-working space, a focused professional at a laptop, sunlit wood-accented interior, aspirational career mood Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",productivity|tech|life-goals,any,any,any,evergreen,learn,Weekend upskilling is the corporate crowd's quiet edge.,For getting ahead — a course that compounds.,A skill that compounds — the weekend course worth the time.,,Want tips to make this stick?,Want to go further on this?,Want a setup built around you?
c178,Fashion,Styling,Build a 10-piece men's capsule,"Fewer, better pieces that mix into a month of looks.",content,content/images/c178.jpg,"A bright flat-lay of a curated minimalist menswear capsule in beige, olive and white, clean modern styling, vivid editorial Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",fashion|minimal|life-goals,any,any,any,evergreen,learn,A tight men's capsule is the city's antidote to overshopping.,"Fewer, better pieces that mix — built for how you actually dress.","A 10-piece capsule — considered menswear, maximum mileage.",,Want to explore more styling ideas?,Want more styling ideas like this?,Want me to pull styling ideas in your palette?
v201,Fashion,On you · Evening workwear,Own the room in the teal power suit,"Your face, your tailoring — a jewel-tone suit built for after-dark city meetings.",content,content/images/v201.jpg,"VTON: user photo + teal tailored blazer suit, black shell, city-night skyline",fashion|minimal|workwear|occasion,any,any,any,evergreen,buy,,,"On you — a teal suit with skyline behind it, your exact evening-work register.",enriched,Want to explore more evening looks?,Want more evening looks like this?,Want me to pull evening looks in your palette?
v202,Fashion,On you · Outerwear,Walk the park in the olive trench,The trench on you — weekend polish that turns a green-belt stroll into a moment.,content,content/images/v202.jpg,"VTON: user photo + olive double-breasted trench over cream knit, park path",fashion|minimal|outerwear,any,any,any,evergreen,buy,,,On you — an olive trench that makes a Cubbon Park walk look intentional.,enriched,Want to explore more outerwear?,Want more outerwear like this?,Want me to pull outerwear in your palette?
v203,Fashion,On you · Daytime,Catch golden hour in the floral sundress,A blue-and-yellow sundress on you — easy summer ease for open-air weekends.,content,content/images/v203.jpg,"VTON: user photo + blue & yellow floral sundress, sunflower field at dusk",fashion|daytime|occasion,any,any,any,evergreen,buy,,,"On you — a sundress for the bright, slow days your weekends are made of.",enriched,Want to explore more daytime looks?,Want more daytime looks like this?,Want me to pull daytime looks in your palette?
v204,Fashion,On you · Occasion,Glow at sunset in the ivory slip dress,An ivory slip on you — the soft-romantic piece for golden-hour celebrations.,content,content/images/v204.jpg,"VTON: user photo + ivory satin slip dress, wildflower bouquet, sunset meadow",fashion|occasion|minimal,any,any,any,evergreen,buy,,,On you — an ivory slip for the sunset dinners and celebrations you love.,enriched,Want to explore more occasion looks?,Want more occasion looks like this?,Want me to pull occasion looks in your palette?
v205,Fashion,On you · Daytime,Stand out in the tropical-floral midi,A vivid orange floral on you — the print that makes a forest brunch unforgettable.,content,content/images/v205.jpg,"VTON: user photo + orange tropical-floral midi dress, sunlit forest",fashion|daytime|occasion,any,any,any,evergreen,buy,,,"On you — a bold tropical print for the bright, outdoorsy days you seek out.",enriched,Want to explore more daytime looks?,Want more daytime looks like this?,Want me to pull daytime looks in your palette?
