id,category,subcategory,title,subtitle,layout,imageFile,imagePrompt,prefs,timeOfDay,weather,season,urgency,intent,cold_reason,warm_reason,enriched_reason_e1,enriched_reason_e2,audience,cold_cta,warm_cta,enriched_cta
c109,Family,Together,Go screen-free as a family tonight,"One board game, zero phones — the night they remember.",content,content/images/c109.jpg,"A bright warm family evening around a board game at home, vivid cosy lighting, laughter, wholesome togetherness Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",family|home|social,evening,any,any,evergreen,inspire,"Screen-free family evenings are one of the most-recommended household habits in the city's wellness circles — one game, no phones.",Slow evenings hold your attention more than busy ones; a screen-free family night is the most committed version of that.,A screen-free evening with a board game and a slow dinner — your considered family rhythm that suits a calm household.,"A screen-free family evening — one board game, zero phones, the night your family actually remembers.",,Want more together?,Want more together like this?,Want plans for the household?
c110,Curiosity,Astronomy,Drive out for a stargazing night,"Clear skies, a new moon, the universe two hours away.",content,content/images/c110.jpg,"A bright vivid star-filled night sky over a dark Bangalore outskirt, the Milky Way clear, a silhouette gazing up, awe Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",curiosity|travel|nature,night,clear,any,timely,plan,The clearest night skies in the South sit two hours from town — the city's stargazing crews leave at dusk.,"You return to slow, curious content over postcard travel; a stargazing drive is the most considered version of that.","A new-moon stargazing drive — your unhurried, curious weekend that suits a slow-living rhythm.","A stargazing trip with your friends, a borrowed car, ₹500 each — your indie weekend that goes straight to the grid.",,Want to dig into more?,Want more like this?,Want more for your curiosity?
c111,Curiosity,Science,Spend an evening at the planetarium,"Look up, feel small, leave a little wiser.",content,content/images/c111.jpg,"A bright immersive planetarium dome with vivid projected stars and galaxies, awe-struck visitors, cosmic wonder Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",curiosity|family|culture,evening,any,any,evergreen,plan,"Planetarium evenings are quietly one of the city's best small-ticket plans — an hour, a dome, a little wonder.","You return to curious, learning-led content; a planetarium evening is the most considered version of that.","A planetarium evening — your slow, curious plan that suits a thoughtfully spent weekday off.",A planetarium evening for ₹100 — your cheapest curiosity hit in the city.,,Want to dig into more?,Want more like this?,Want more for your curiosity?
c112,Auto,Classic drive,Take a vintage coastal drive,Just the engine and the waves — a weekend in another era.,content,content/images/c112.jpg,"A bright vivid classic car gliding along a sunlit coastal road near Mangalore, blue sea, golden light, freedom Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",auto|travel|roadtrip,morning,clear,any,evergreen,inspire,"Vintage coastal drives are one of South India's best slow-tourism formats — engine, sea, no playlist needed.",Slow travel holds your attention longer than hot destinations; a classic-car coastal drive is the most romantic version of that.,"A vintage coastal drive — your slow, considered weekend that suits an established, story-led taste.",A vintage-car weekend with your friends — your romantic indie trip that earns the photo dump.,,Want to understand this better?,Want more like this?,Want this matched to your drive?
c113,Auto,Care,Monsoon-ready your car in 20 minutes,The quick check that saves a soggy breakdown.,content,content/images/c113.jpg,"A bright clean shot of a well-maintained car in a sunlit Bangalore driveway, vivid, fresh, dependable mood Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",auto|tech,any,rainy,monsoon,timely,learn,Bangalore's monsoon kills more car batteries than any other Indian climate — a 20-minute check is the cheapest insurance.,"You return to practical, useful content over passive scrolling; a monsoon car check is the most useful version of that.",A 20-minute monsoon car check — your considered upkeep that suits a household that plans road trips.,A 20-minute monsoon car check — your smallest pre-trip move that saves a soggy breakdown on the way to Goa.,,Want to understand this better?,Want more like this?,Want this matched to your drive?
c114,Books,Reading,Catch an evening with a writer,"The novelist you follow, reading at your local.",content,content/images/c114.jpg,"A bright cosy indie bookstore author event, warm shelves and vivid books, an engaged small audience, literary warmth Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",books|culture|calm,evening,any,any,timely,book,The bookshops here still host live writers most weekends — the city's quietest cultural calendar runs out of Champaca and Atta Galatta.,You return to reading and culture content over passive scrolling; an evening with a writer is the most engaged version of that.,A live reading at a city bookshop — your considered cultural evening that suits an art-led week.,"An author reading at Champaca — free, intimate, your indie cultural night that costs nothing but a coffee.",,Want to find more reading?,Want more reading like this?,Want reads matched to your taste?
c115,Books,Discovery,Line up your next great read,The book three people you trust all loved.,content,content/images/c115.jpg,"A bright charming independent bookstore interior, vivid warm wooden shelves stacked with books, golden afternoon light Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",books|calm|life-goals,night,rainy|any,any,evergreen,inspire,Word-of-mouth still beats automated picks — the book three trusted friends loved is the most reliable read for the season.,You return to reading and book content; a friend-tested pick is the most curated version of that.,A friend-tested book pick — your considered reading recommendation that suits a slow-reading rhythm.,The book three of your trusted friends keep mentioning — the only way book picks actually land.,,Want to find more discovery?,Want more discovery like this?,Want reads matched to your taste?
c116,Music,Discovery,Cue a playlist for the rain,"Sound matched to the weather, made for tonight.",content,content/images/c116.jpg,"A bright cosy scene of headphones and a glowing phone showing a music playlist by a rainy window, vivid warm intimate Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",music|calm|home,evening|night,rainy,monsoon,evergreen,inspire,Rain-matched playlists are the city's quietest weather habit — sound for a sky that's already set the mood.,"You return to ambient, considered music content; a weather-matched playlist is the most contextual version of that.",A weather-matched playlist — your considered ambient detail that suits a calm evening rhythm.,A rain playlist that matches your actual sky — the smallest mood upgrade for a slow Bangalore evening.,,Want to hear more discovery?,Want more discovery like this?,Want a set tuned to your taste?
c117,Music,Learn,Pick up an instrument this Sunday,The guitar in the corner deserves an afternoon.,content,content/images/c117.jpg,"A bright warm scene of an acoustic guitar in a sunlit living room, vivid inviting, creative weekend mood Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",music|make|life-goals,afternoon|evening,any,any,evergreen,learn,"Twenty minutes of guitar a week is the most-recommended starting plan in beginner music education — small, doable, repeatable.",You return to creative weekend content; picking up an instrument is the most committed version of that.,"A weekend instrument pick-up — your slow, creative afternoon that suits a household that protects time off.",Twenty minutes of guitar this Sunday — your indie hobby that turns a creative block into a small win.,,Want to hear more learn?,Want more learn like this?,Want a set tuned to your taste?
c118,Community,Give back,Volunteer a Saturday,Two hours that matter more than the brunch you'd skip.,content,content/images/c118.jpg,"A bright uplifting volunteering scene in Bangalore, vivid daylight, people helping together, warm purposeful energy Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",community|social|life-goals,morning,clear|any,any,evergreen,plan,Volunteering Saturdays here are some of the country's most-organised civic mornings — two hours that punch above their weight.,You return to civic and community content; a volunteer Saturday is the most active version of that interest.,"A volunteer Saturday — your small, considered civic act that suits a values-led household.",Two hours of volunteering instead of brunch — your Saturday that pays a different dividend.,,Want to find more?,Want more like this?,Want what fits your circle?
c119,Gardening,Balcony,Grow a balcony herb garden,"Fresh basil and mint, ten steps from the kitchen.",content,content/images/c119.jpg,"A bright sunlit balcony herb garden in Bangalore, vivid green basil and mint in pots, fresh wholesome morning Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",gardening|home|food|sustainability,morning,any,any,evergreen,learn,"City balconies are perfect for herbs — basil and mint thrive in the climate, ten steps from the kitchen.","You return to slow, useful home upgrades; a balcony herb garden is the most edible version of that.","A balcony herb garden — your considered green addition that suits a vegetarian, ingredient-led kitchen.",A balcony herb pot under ₹500 — your smallest gardening hit that makes a flat smell like a home.,,Want more balcony?,Want more balcony like this?,Want a plan for your space?
c120,Festival,Seasonal,Step into the city in festival mode,"Lights, markets, sweets — the season at its peak.",content,content/images/c120.jpg,"A bright vibrant Bangalore street during festival season, vivid lights and decorations, joyful crowds, celebratory glow Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",festival|culture|food|family,evening|night,any,festive,timely,inspire,"Bangalore in festival season is at its most photographable — lights, markets and sweets at every corner.",You return to local culture and city events; festival-season content is the most contextual version of that.,Festival-season Bangalore — the cultural backdrop that suits your household leaning into the season.,Festival-season Bangalore — every street is your free photoshoot for the indie aesthetic feed.,,Want more of the season?,Want more like this?,Want picks for how you celebrate?
c121,Culture,South Indian Culinary Traditions,Brew the Coorgi coffee ritual,A slow brass-filter drip that turns a coffee break into a pause.,content,content/images/c121.webp,"Traditional brass filter coffee brewing in soft afternoon window light Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",food|culture,any,any,any,evergreen,inspire,The slow brass-filter ritual is peak Bangalore — a mindful pause in a cup.,You return to local culinary heritage over chain coffee content; the brass-filter ritual is the most heritage version of that.,"A Coorgi brass-filter ritual — your slow, heritage-led morning that suits a refined coffee rhythm.",A brass-filter coffee ritual — your slow morning that's free if you have ₹600 for a filter.,,Want to discover more like this?,Want more like this like this?,Want me to curate more like this for you?
c127,Urban Retreats for Music Lovers,,Start a vinyl collecting ritual,Not the playlist — the one record you can't find anywhere else.,content,content/images/c127.webp,"A rare vinyl record spins on a sophisticated turntable in a quiet, sunlit room, creating a moment of pure focus. Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",entertainment|productivity|calm,any,any,any,evergreen,inspire,"Vinyl collecting is back in Bangalore — it's about the one record, not the playlist.",You return to live and ambient music over playlists; vinyl collecting is the most considered version of that.,"A vinyl collecting ritual — your considered, slow hobby that suits a music-led home.","A vinyl collecting habit, one record a month — your indie hobby that turns into a story over time.",,Want to explore more like this?,Want more like this?,Want more shaped around you?
c143,Fashion,Workwear,Build the champagne-silk workday look,"A silk blouse and sage tailoring — desk to dinner, no change.",shop,content/images/c143.jpg,"An editorial photo of an elegant petite woman in a champagne silk blouse and tailored sage-green trousers in a bright modern creative office, refined minimalist styling, sophisticated Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",fashion|minimal|workwear,morning,any,any,timely,buy,Champagne-and-sage tailoring is having a quiet moment in the city's creative offices.,Your wardrobe leans sharp and minimal — this desk-to-dinner look fits.,"Champagne silk and sage tailoring — your exact palette, your work register.","A champagne-silk look that survives your designer's full day — invest in one piece, restyle for the week.",,Want to explore more workwear?,Want more workwear like this?,Want me to pull workwear in your palette?
c144,Fashion,Outerwear,Add a trench that does the talking,"Tan, sharp-lined — the layer that makes monsoon intentional.",shop,content/images/c144.jpg,"An editorial photo of a stylish woman in a sharp tan faux-leather trench coat on a bright city street, contemporary minimalist outerwear, sophisticated Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",fashion|minimal,any,rainy,monsoon,evergreen,buy,A tan trench is the smart answer to a Bangalore monsoon.,You'd reach for this — a layer that makes rain look intentional.,"Tan faux-leather, sharp lines — the Karl Lagerfeld-leaning layer you favour.",A tan trench from a sale rack — the one piece that makes your every outfit look intentional.,,Want to explore more outerwear?,Want more outerwear like this?,Want me to pull outerwear in your palette?
c145,Fashion,Evening,Slip into an off-white cocktail column,"Satin, sculpted, quietly commanding — for the openings after.",shop,content/images/c145.jpg,"An editorial photo of a poised woman in an off-white satin column cocktail dress at an upscale evening event, soft elegant lighting, refined minimalist Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",fashion|minimal|occasion,evening,any,any,evergreen,buy,Cocktail season means the city's dressing up — this is the column to own.,For your dressed-up evenings — quietly commanding.,An off-white satin column for the openings and cocktails you actually attend.,An off-white slip for your friend's wedding — the rental-rack splurge that doubles for two seasons.,,Want to explore more evening?,Want more evening like this?,Want me to pull evening in your palette?
c146,Fashion,Activewear,Take your activewear studio-to-street,Sculpted sage-and-black that looks as good off the mat.,shop,content/images/c146.jpg,"An editorial photo of an athletic woman in sleek sculpted sage-and-black activewear walking out of a yoga studio onto a bright city street, athletic chic Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",fashion|fitness|activewear,any,any,any,timely,buy,Studio-to-street activewear is how the city's fit set dresses now.,You move and you dress well — this bridges both.,"Sculpted Nike in sage and black — your activewear, trending up in your profile.",Activewear from a sale rack that doubles for your café runs — the practical wardrobe move on a tight budget.,,Want to explore more activewear?,Want more activewear like this?,Want me to pull activewear in your palette?
c147,Fashion,Footwear,Step out in everyday metallic mules,Silver and nude — the pair that lifts jeans and tailoring alike.,shop,content/images/c147.jpg,"An editorial photo of a woman wearing elegant metallic-silver mules with cropped trousers, bright minimalist studio, sophisticated footwear Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",fashion|minimal,any,any,any,evergreen,buy,Metallic mules are the season's quiet upgrade to any outfit.,"An easy lift for jeans or tailoring — understated, never loud.",Metallic-silver mules — the elevated everyday pair your looks ask for.,A metallic mule from a sale that elevates your cheap jean — the shoe that punches above its price.,,Want to explore more footwear?,Want more footwear like this?,Want me to pull footwear in your palette?
c148,Fashion,Accessories,Layer timeless gold and pearl,"Pieces light enough to never take off — classic, never loud.",shop,content/images/c148.jpg,"An editorial photo of a woman wearing delicate timeless gold and pearl jewellery, warm glowing skin, bright soft light, refined elegant Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",fashion|minimal,any,any,any,evergreen,buy,"Light, wear-everyday gold is everywhere in the city's boutiques.",You lean understated — pieces you'd never take off.,"Timeless gold and pearl — classic, refined, exactly your accessory line.",Daily gold-pearl pieces from Mia by Tanishq — fine jewellery on your junior-salary plan.,,Want to explore more accessories?,Want more accessories like this?,Want me to pull accessories in your palette?
c149,Fashion,Knitwear,Wrap up in the cashmere edit,NAADAM-soft layers in off-white and mocha — quiet luxury you live in.,shop,content/images/c149.jpg,"An editorial photo of a woman in a soft off-white cashmere sweater, bright airy minimalist setting, cosy quiet-luxury knitwear Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",fashion|minimal,any,any,winter,evergreen,buy,Cashmere season's here — soft layering done the quiet-luxury way.,"Soft, considered layers for the cooler evenings.",NAADAM-soft cashmere in off-white — quiet luxury you live in.,One real cashmere piece on sale — your splurge that out-lasts every fast-fashion knit.,,Want to explore more knitwear?,Want more knitwear like this?,Want me to pull knitwear in your palette?
c150,Food,Fine dining,Book the chef's-table degustation at Farmlore,Eight farm-to-table courses at the city's most-talked-about table — reserve the ten-seat sitting a week ahead and dress for it.,content,content/images/c150.jpg,"An intimate fine-dining chef's table, an elegant artful plated course, warm refined restaurant, bright vivid premium gastronomy Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",food|fine,evening,any,any,timely,book,Ten-seat chef's tables are the city's hardest reservation — worth it.,Your dinners run special — this is one to plan a week around.,"A degustation worth dressing for — fine dining is your default, after all.",A chef's-table dinner once a year — your splurge that pays back across the rest of a year of indie cafés.,,Want to discover more fine-dining tables?,Want more fine-dining tables like this?,Want me to line up more fine-dining tables for you?
c151,Food,Café,"Book weekend brunch at Sunny's, Lavelle Road","Bangalore's design-led Mediterranean classic — specialty coffee, garden light, the upscale slow morning. Ask for a terrace table.",content,content/images/c151.jpg,"A bright stylish upscale brunch café with abundant natural light, a beautifully plated brunch and specialty coffee, refined minimalist interior Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",food|cafes|calm,morning,any,any,evergreen,book,Design-led brunch is the city's upscale slow morning.,"Your slow mornings deserve this — light, specialty coffee, calm.","A design-led brunch — the refined, sunlit morning you favour.",A design-led brunch that photographs better than it costs — your indie morning that earns its grid spot.,,Want to discover more cafés?,Want more cafés like this?,Want me to line up more cafés for you?
c152,Culture,Gallery,Catch the new contemporary show at GALLERYSKE,Abstract works opening this week at the city's leading contemporary gallery — your slow-Saturday culture fix.,content,content/images/c152.jpg,"A bright contemporary art gallery with large vivid abstract canvases, refined visitors admiring art, soft daylight, cultured atmosphere Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",culture|calm,afternoon,any,any,evergreen,plan,A new abstract show is the city's best slow-Saturday plan.,You like a cultured afternoon — this opening's the one.,Abstract works opening this week — your gallery-Saturday default.,A free contemporary show at a serious gallery — your indie cultural plan that beats a paid weekend any day.,,Want to discover more gallery?,Want more gallery like this?,Want me to curate more gallery for you?
c153,Wellness,Yoga,"Flow through sunrise yoga at a1000yoga, Indiranagar",A small-class boutique studio matched to your morning rhythm — book the 6:30am rooftop slot before it fills.,content,content/images/c153.jpg,"A bright serene boutique yoga studio, a woman in an elegant flow pose, warm natural morning light, plants, premium wellness Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",wellness|calm|fitness,morning,clear,any,evergreen,book,Boutique sunrise yoga is the calmest start the city offers.,Calm mornings suit you — a small-class flow to match.,A boutique sunrise flow — fits your yoga-and-running rhythm exactly.,A small-class boutique yoga that doesn't burn your wellness budget — the version that actually fits a junior schedule.,,Want tips to ease into this?,Want to go deeper on yoga?,Want a yoga shaped around you?
c154,Wellness,Running,Run the Sankey Tank lake loop,A scenic tree-lined morning loop in Malleshwaram — for the mornings you'd rather move than scroll. Go just after sunrise.,content,content/images/c154.jpg,"A bright morning run along a scenic tree-lined Bangalore lake path, vivid green, a woman running, fresh energetic golden light Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",wellness|fitness,morning,clear,any,evergreen,plan,The city's lake-loop runs are the morning everyone's chasing.,For the mornings you'd rather move — a scenic route.,"A scenic lake-loop run — your running streak, with a view.",A lake-loop run instead of another scroll — your cheapest way to start a Saturday well.,,Want tips to ease into this?,Want to go deeper on running?,Want a running shaped around you?
c155,Lifestyle,Music,Pick the ukulele back up,"A bright corner, twenty minutes, the song you keep meaning to learn.",content,content/images/c155.jpg,"A bright airy living-room corner with a ukulele resting on a chair by a sunlit window, plants, warm inviting creative mood Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",music|make|calm,evening,any,any,evergreen,learn,Picking up an instrument is the city's favourite slow hobby.,"You return to slow, creative weekend content; picking up the ukulele is the most playful version of that.","A ukulele Sunday — your slow, creative afternoon that suits a household that protects time off.",A ukulele afternoon — your small creative win that costs nothing and unsticks a creative block.,,Want to explore more?,Want more like this?,Want more in your style?
c156,Travel,Luxury,"Book a weekend at Evolve Back, Coorg","A design-led luxury resort in the coffee hills — quiet, premium, no itinerary. Reserve a private-pool Heritage hut.",content,content/images/c156.jpg,"A bright luxurious design-hotel suite with a view, elegant minimalist interior, warm golden light, premium serene getaway Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",travel|calm|luxury,any,any,any,evergreen,book,Design hotels two hours out are the city's quiet-luxury escape.,You've eyed premium getaways — this is the no-itinerary one.,"An urban-luxe design hotel — premium and quiet, your travel brief.",A design-hotel splurge for your milestone weekend — the once-a-year travel move that earns its money.,,Want to explore more luxury?,Want more luxury like this?,Want me to map out more luxury for you?
c157,Travel,City break,Plan a gallery-led weekend in Pondicherry,"French-quarter galleries, design hotels and long sea-facing lunches — a culture-led city break, your way.",content,content/images/c157.jpg,"A bright stylish boutique city-hotel and gallery district, vivid daylight, elegant urban travel scene, aspirational Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",travel|culture|luxury,any,any,any,evergreen,plan,Culture-led city breaks are the considered traveller's weekend.,Galleries and long lunches — a city done your way.,"A culture-led city escape — galleries, design hotels, your exact trip.","A culture-led trip with your friends — galleries by day, indie cafés at night, a weekend that actually feels like one.",,Want to explore more city breaks?,Want more city breaks like this?,Want me to map out more city breaks for you?
c158,Beauty,Skincare,Start a dewy-glow skincare routine,"Built for warm undertones and the humidity — radiant, five steps.",content,content/images/c158.jpg,"A bright clean flat-lay of premium minimalist skincare on a marble surface, soft daylight, vivid fresh luxurious Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",beauty|wellness|minimal,any,rainy,monsoon,evergreen,learn,Monsoon skin needs a rethink — this dewy routine is the fix.,You return to climate-led routines over trend; a dewy-glow reset is the most useful version of that.,A dewy-glow routine built around warm undertones — your considered skincare that suits a steady wellness rhythm.,A five-step glow routine on your Bewakoof budget — the indie skincare reset that actually works in Bangalore humidity.,,Want the full routine?,Want more skincare like this?,Want a routine shaped for your skin?
c159,Home,Decor,Bring quiet luxury home,"Champagne tones, clean lines — minimalism that warms.",content,content/images/c159.jpg,"A bright elegant minimalist living room in champagne and warm neutral tones, refined considered decor, soft daylight, quiet-luxury interior Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",home|calm|minimal,any,any,any,evergreen,inspire,Champagne-toned minimalism is the city's interior of the moment.,"Clean lines, warm tones — a calm room to come home to.","Quiet-luxury interiors in champagne — your minimalist-chic, at home.","A quiet-luxury direction in your rental flat — one good piece, restrained palette, and a feed-worthy living room.",,Want more decor ideas?,Want more decor ideas like this?,Want decor ideas in your aesthetic?
c160,Finance,Investing,Invest in pieces that hold value,"The investment mindset, applied to a wardrobe and beyond.",content,content/images/c160.jpg,"A bright sophisticated still life symbolising considered investment, elegant minimalist objects in warm light, premium aspirational Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",finance|life-goals|minimal,any,any,any,evergreen,learn,Buying things that hold value is the city's quiet money flex.,You return to considered consumption over impulse; an investment-piece mindset is the most thoughtful version of that.,"An investment-piece mindset — your considered approach to spending that suits a long, refined wardrobe.","An investment-piece mindset on your junior-designer salary — fewer, better, slowly built.",,Want to learn more here?,Want to go deeper on this?,Want guidance for your goals?
c161,Fashion,Smart casual,Build the smart-casual capsule,"Beige chinos, an ecru shirt, one jacket — the week, sorted.",shop,content/images/c161.jpg,"An editorial photo of a stylish man with a medium build in smart-casual beige chinos and a crisp ecru shirt in a modern wood-accented office, refined urban menswear Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",fashion|minimal|workwear,morning,any,any,timely,buy,"Beige-chino smart-casual is the city's corporate uniform, done right.","This is your lane — beige chinos, ecru shirt, one jacket.","A smart-casual capsule — your considered, low-decision wardrobe that suits a busy week.",A smart-casual capsule that doubles for your client meetings and indie cafés — the wardrobe that fits a junior life.,,Want to explore more smart casual?,Want more smart casual like this?,Want me to pull smart casual in your palette?
c162,Fashion,Menswear,Grab the Rare Rabbit olive overshirt,A contemporary cut — the urbanite's new staple.,shop,content/images/c162.jpg,"An editorial street-style photo of a fashionable man in a contemporary olive overshirt and tailored trousers on a modern city street, smart urban menswear Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",fashion|street|minimal,any,any,any,timely,buy,Rare Rabbit's contemporary cuts are what the city's urbanites are buying.,Your fashion wishlist leans modern and well-cut; the Rare Rabbit overshirt is the most-worn version of that.,"A contemporary olive overshirt — your considered menswear staple that suits a polished, modern wardrobe.",An olive overshirt from a Rare Rabbit sale — your staple that lifts every white-tee Friday.,,Want to explore more menswear?,Want more menswear like this?,Want me to pull menswear in your palette?
c163,Fashion,Footwear,Sort your footwear: sneakers and boots,White canvas and tan Chelsea — every occasion covered.,shop,content/images/c163.jpg,"An editorial photo of a man wearing clean white canvas sneakers with chinos, and tan leather Chelsea boots beside, bright urban setting, smart-casual menswear Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",fashion|minimal|street,any,any,any,evergreen,buy,White sneakers and brown boots cover every occasion the city throws.,Two pairs for every occasion you actually have — your footwear pattern.,"Versatile sneakers and Chelsea boots — smart-casual, sorted.","Two pairs that handle your year — white canvas, tan Chelsea, the foundation that beats five trendy buys.",,Want to explore more footwear?,Want more footwear like this?,Want me to pull footwear in your palette?
c164,Fashion,Knitwear,Add a textured knit polo,"Breathable, smarter than a tee — for the in-between days.",shop,content/images/c164.jpg,"An editorial photo of a man in a textured knit polo in off-white, modern wood-accented interior, refined smart-casual menswear Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",fashion|minimal|workwear,any,any,any,evergreen,buy,A textured knit polo is the smart answer to a tee.,"Blackberrys-clean, breathable — smarter than a tee, your brand too.",A textured knit polo — your considered upgrade that suits a refined smart-casual wardrobe.,"A knit polo from a sale rack — your smart-casual upgrade that costs ₹2,000 and works for a year.",,Want to explore more knitwear?,Want more knitwear like this?,Want me to pull knitwear in your palette?
c165,Fashion,Outerwear,Layer a khaki linen overshirt,Light and sharp — for Bangalore's almost-cool evenings.,shop,content/images/c165.jpg,"An editorial photo of a man in a lightweight khaki linen overshirt over a tee on a modern city street at golden hour, smart-casual menswear Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",fashion|minimal|street,evening,any,any,evergreen,buy,A light overshirt is built for Bangalore's almost-cool evenings.,"The layer for the in-between weather — khaki, easy, your palette.","A khaki linen overshirt — your considered, climate-appropriate layer that suits a Bangalore wardrobe.","A linen overshirt that handles your Bangalore evening and a coastal trip — one piece, two seasons.",,Want to explore more outerwear?,Want more outerwear like this?,Want me to pull outerwear in your palette?
c166,Fashion,Accessories,Upgrade to minimalist leather goods,"A clean wallet and belt, bronze hardware — detail that lasts.",shop,content/images/c166.jpg,"A bright clean product-in-use shot of minimalist leather accessories with bronze-toned hardware, modern wood surface, refined menswear detail Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",fashion|minimal,any,any,any,evergreen,buy,Minimal leather goods with bronze hardware are quietly everywhere.,"Clean wallet and belt, bronze hardware — your accessory style exactly.","Minimalist leather goods with bronze hardware — your considered detail that suits a long, refined wardrobe.",One good wallet and belt that out-last your every fast-fashion buy — the small splurge that pays back daily.,,Want to explore more accessories?,Want more accessories like this?,Want me to pull accessories in your palette?
